userId,genre_rank,genre,genre_rating_count
2707,2,Drama,378
2707,3,Action,341
2742,1,Drama,711
2742,2,Thriller,691
2742,3,Action,636
2806,1,Action,718
2806,2,Drama,614
2806,3,Comedy,532
2810,1,Action,480
2810,2,Comedy,422
2810,3,Thriller,377
2817,1,Drama,531
2817,2,Action,405
2817,3,Thriller,400
2832,1,Comedy,505
2832,2,Drama,406
2832,3,Thriller,259
2844,1,Drama,705
2844,2,Comedy,407
2844,3,Romance,368
3038,1,Action,533
3038,2,Thriller,397
3038,3,Adventure,360
3065,1,Action,436
3065,2,Comedy,418
3065,3,Drama,407
3070,1,Drama,547
3070,2,Comedy,491
3070,3,Action,310
3135,1,Drama,1226
3135,2,Comedy,481
3135,3,Thriller,378
3197,1,Horror,1446
3197,2,Thriller,767
3197,3,Drama,362
3204,1,Drama,595
3204,2,Thriller,570
3204,3,Action,539
3231,1,Drama,743
3231,2,Action,675
3231,3,Comedy,550
3367,1,Drama,1137
3367,2,Comedy,1064
3367,3,Action,1019
3393,1,Comedy,559
3393,2,Drama,530
3393,3,Action,361
3400,1,Drama,545
3400,2,Comedy,430
3400,3,Action,404
3408,1,Drama,1810
3408,2,Comedy,1267
3408,3,Romance,639
3614,1,Drama,801
3614,2,Comedy,688
3614,3,Thriller,358
3708,1,Comedy,646
3708,2,Drama,573
3708,3,Thriller,371
3877,1,Drama,649
3877,2,Thriller,343
3877,3,Comedy,300
3885,1,Drama,745
3885,2,Comedy,567
3885,3,Romance,319
4080,1,Drama,615
4080,2,Thriller,479
4080,3,Action,419
4340,1,Drama,1170
4340,2,Comedy,425
4340,3,Thriller,349
4392,1,Drama,1622
4392,2,Comedy,1080
4392,3,Thriller,840
4462,1,Drama,700
4462,2,Comedy,407
4462,3,Romance,241
4511,1,Comedy,650
4511,2,Drama,587
4511,3,Thriller,330
4516,1,Comedy,714
4516,2,Drama,533
4516,3,Romance,419
4629,1,Comedy,425
4629,2,Action,408
4629,3,Drama,364
5029,1,Comedy,1469
5029,2,Thriller,1112
5029,3,Action,1108
5085,1,Drama,1093
5085,2,Comedy,632
5085,3,Romance,351
5172,1,Drama,1134
5172,2,Comedy,719
5172,3,Thriller,405
5217,1,Drama,661
5217,2,Comedy,412
5217,3,Action,350
5313,1,Comedy,847
5313,2,Drama,642
5313,3,Romance,365
5483,1,Drama,606
5483,2,Comedy,601
5483,3,Romance,354
5527,1,Drama,457
5527,2,Action,431
5527,3,Adventure,379
5532,1,Thriller,657
5532,2,Drama,602
5532,3,Comedy,596
5572,1,Comedy,516
5572,2,Action,423
5572,3,Drama,377
5597,1,Comedy,411
5597,2,Drama,405
5597,3,Action,373
5727,1,Drama,603
5727,2,Comedy,414
5727,3,Thriller,349
5853,1,Drama,455
5853,2,Comedy,432
5853,3,Thriller,263
5905,1,Comedy,566
5905,2,Action,411
5905,3,Adventure,389
5951,1,Comedy,443
5951,2,Drama,359
5951,3,Action,282
5964,1,Drama,631
5964,2,Thriller,592
5964,3,Action,586
5980,1,Drama,634
5980,2,Comedy,618
5980,3,Action,317
6075,1,Drama,603
6075,2,Comedy,456
6075,3,Thriller,270
6095,1,Comedy,479
6095,2,Action,338
6095,3,Drama,321
6112,1,Action,871
6112,2,Comedy,756
6112,3,Drama,631
6139,1,Drama,569
6139,2,Comedy,404
6139,3,Thriller,240
6310,1,Drama,1637
6310,2,Comedy,847
6310,3,Thriller,786
6324,1,Action,709
6324,2,Drama,580
6324,3,Comedy,546
6404,1,Action,482
6404,2,Thriller,459
6404,3,Drama,425
6424,1,Drama,607
6424,2,Comedy,451
6424,3,Thriller,348
6460,1,Comedy,434
6460,2,Drama,402
6460,3,Action,392
6471,1,Drama,1278
6471,2,Comedy,787
6471,3,Thriller,748
6541,1,Action,627
6541,2,Thriller,587
6541,3,Drama,579
6563,1,Drama,546
6563,2,Action,448
6563,3,Thriller,404
6587,1,Drama,716
6587,2,Comedy,552
6587,3,Romance,412
6607,1,Comedy,1197
6607,2,Drama,1070
6607,3,Thriller,637
6621,1,Comedy,747
6621,2,Thriller,622
6621,3,Action,620
6728,1,Drama,1751
6728,2,Thriller,1382
6728,3,Action,1166
6862,1,Comedy,603
6862,2,Action,474
6862,3,Drama,468
7092,1,Drama,586
7092,2,Comedy,357
7092,3,Thriller,342
7159,1,Drama,1478
7159,2,Comedy,935
7159,3,Thriller,607
7248,1,Drama,637
7248,2,Comedy,549
7248,3,Action,392
7265,1,Drama,722
7265,2,Comedy,541
7265,3,Thriller,499
7367,1,Drama,903
7367,2,Comedy,408
7367,3,Thriller,371
7388,1,Drama,832
7388,2,Comedy,409
7388,3,Romance,301
7389,1,Drama,909
7389,2,Comedy,510
7389,3,Action,347
7402,1,Drama,873
7402,2,Comedy,648
7402,3,Action,389
7424,1,Drama,923
7424,2,Comedy,521
7424,3,Romance,341
7557,1,Drama,645
7557,2,Comedy,494
7557,3,Action,470
7664,1,Drama,538
7664,2,Comedy,440
7664,3,Action,345
7772,1,Comedy,510
7772,2,Drama,413
7772,3,Romance,264
7777,1,Comedy,628
7777,2,Drama,539
7777,3,Action,358
7808,1,Drama,1080
7808,2,Comedy,877
7808,3,Thriller,758
7858,1,Comedy,2984
7858,2,Drama,2762
7858,3,Thriller,1638
7883,1,Drama,799
7883,2,Action,691
7883,3,Thriller,634
7943,1,Drama,909
7943,2,Comedy,671
7943,3,Romance,431
7966,1,Comedy,631
7966,2,Drama,320
7966,3,Action,295
8068,1,Comedy,479
8068,2,Action,407
8068,3,Drama,332
8075,1,Drama,504
8075,2,Comedy,493
8075,3,Thriller,282
8187,1,Comedy,544
8187,2,Drama,338
8187,3,Adventure,263
8307,1,Comedy,1693
8307,2,Drama,1618
8307,3,Thriller,1557
8314,1,Comedy,473
8314,2,Drama,467
8314,3,Romance,238
8359,1,Comedy,2611
8359,2,Drama,1538
8359,3,Action,1450
8375,1,Comedy,582
8375,2,Action,484
8375,3,Drama,403
8382,1,Comedy,410
8382,2,Drama,373
8382,3,Action,356
8521,1,Drama,907
8521,2,Comedy,610
8521,3,Thriller,357
8588,1,Drama,1963
8588,2,Thriller,1733
8588,3,Comedy,1732
8605,1,Comedy,546
8605,2,Drama,312
8605,3,Action,278
8634,1,Comedy,531
8634,2,Drama,445
8634,3,Action,436
8705,1,Horror,490
8705,2,Comedy,390
8705,3,Drama,293
8720,1,Drama,646
8720,2,Comedy,639
8720,3,Thriller,381
8742,1,Drama,431
8742,2,Thriller,374
8742,3,Comedy,355
8788,1,Drama,885
8788,2,Comedy,298
8788,3,Thriller,273
8812,1,Thriller,483
8812,2,Action,478
8812,3,Drama,406
8869,1,Comedy,430
8869,2,Drama,344
8869,3,Action,294
8901,1,Drama,1532
8901,2,Comedy,1129
8901,3,Thriller,915
8905,1,Comedy,785
8905,2,Drama,783
8905,3,Action,533
8969,1,Comedy,583
8969,2,Drama,523
8969,3,Action,414
9085,1,Drama,2483
9085,2,Comedy,2254
9085,3,Thriller,1053
9112,1,Comedy,561
9112,2,Drama,473
9112,3,Adventure,221
9158,1,Drama,487
9158,2,Comedy,367
9158,3,Action,291
9204,1,Comedy,710
9204,2,Adventure,374
9204,3,Action,367
9238,1,Drama,883
9238,2,Comedy,616
9238,3,Thriller,582
9300,1,Drama,1286
9300,2,Comedy,985
9300,3,Thriller,478
9380,1,Drama,1132
9380,2,Thriller,801
9380,3,Comedy,536
9406,1,Drama,786
9406,2,Comedy,461
9406,3,Thriller,279
9418,1,Action,543
9418,2,Drama,456
9418,3,Adventure,384
9643,1,Drama,1840
9643,2,Comedy,738
9643,3,Thriller,613
9660,1,Drama,1132
9660,2,Comedy,860
9660,3,Romance,626
9721,1,Comedy,502
9721,2,Drama,477
9721,3,Action,248
9779,1,Drama,641
9779,2,Comedy,358
9779,3,Thriller,273
9825,1,Drama,740
9825,2,Thriller,528
9825,3,Comedy,456
9867,1,Comedy,598
9867,2,Drama,320
9867,3,Thriller,306
9898,1,Drama,477
9898,2,Thriller,431
9898,3,Comedy,407
9977,1,Drama,676
9977,2,Comedy,435
9977,3,Thriller,312
10108,1,Drama,673
10108,2,Comedy,493
10108,3,Thriller,398
10189,1,Drama,688
10189,2,Thriller,451
10189,3,Action,437
10202,1,Drama,3963
10202,2,Comedy,2769
10202,3,Romance,1309
10213,1,Drama,477
10213,2,Action,290
10213,3,Comedy,283
10280,1,Drama,866
10280,2,Comedy,847
10280,3,Action,755
10439,1,Drama,640
10439,2,Comedy,367
10439,3,Romance,188
10455,1,Drama,921
10455,2,Thriller,710
10455,3,Comedy,686
10531,1,Action,462
10531,2,Thriller,371
10531,3,Drama,345
10565,1,Drama,536
10565,2,Comedy,460
10565,3,Romance,253
10567,1,Action,463
10567,2,Comedy,448
10567,3,Drama,433
10631,1,Drama,475
10631,2,Comedy,339
10631,3,Thriller,253
10722,1,Thriller,355
10722,2,Drama,347
10722,3,Comedy,315
10775,1,Comedy,724
10775,2,Drama,626
10775,3,Thriller,378
10810,1,Drama,1437
10810,2,Thriller,657
10810,3,Horror,567
10844,1,Drama,1337
10844,2,Comedy,1065
10844,3,Thriller,735
10847,1,Action,886
10847,2,Drama,782
10847,3,Comedy,660
10990,1,Drama,527
10990,2,Comedy,340
10990,3,Thriller,298
11037,1,Drama,651
11037,2,Comedy,549
11037,3,Thriller,358
11089,1,Drama,518
11089,2,Thriller,396
11089,3,Action,359
11098,1,Drama,821
11098,2,Comedy,585
11098,3,Thriller,409
11100,1,Drama,1076
11100,2,Comedy,448
11100,3,Thriller,350
11191,1,Drama,759
11191,2,Thriller,628
11191,3,Comedy,548
11278,1,Comedy,470
11278,2,Drama,446
11278,3,Action,299
11306,1,Action,657
11306,2,Drama,653
11306,3,Comedy,651
11335,1,Comedy,1078
11335,2,Drama,965
11335,3,Thriller,709
11359,1,Drama,826
11359,2,Comedy,630
11359,3,Action,473
11376,1,Action,652
11376,2,Comedy,449
11376,3,Adventure,447
11453,1,Thriller,1287
11453,2,Drama,1284
11453,3,Comedy,1119
11468,1,Action,640
11468,2,Drama,563
11468,3,Thriller,456
11511,1,Drama,1574
11511,2,Comedy,974
11511,3,Thriller,787
11551,1,Comedy,637
11551,2,Adventure,405
11551,3,Action,400
11642,1,Action,506
11642,2,Adventure,437
11642,3,Drama,432
11685,1,Drama,756
11685,2,Comedy,462
11685,3,Action,458
11706,1,Drama,692
11706,2,Thriller,420
11706,3,Action,305
11745,1,Drama,1472
11745,2,Comedy,876
11745,3,Thriller,686
11766,1,Drama,532
11766,2,Action,490
11766,3,Thriller,414
11813,1,Action,418
11813,2,Comedy,404
11813,3,Drama,346
11862,1,Drama,456
11862,2,Comedy,415
11862,3,Action,266
11864,1,Drama,413
11864,2,Thriller,371
11864,3,Comedy,314
12042,1,Drama,1294
12042,2,Comedy,590
12042,3,Thriller,477
12152,1,Drama,829
12152,2,Thriller,635
12152,3,Comedy,589
12219,1,Drama,567
12219,2,Comedy,451
12219,3,Adventure,251
12294,1,Drama,1081
12294,2,Comedy,740
12294,3,Thriller,476
12299,1,Action,589
12299,2,Thriller,464
12299,3,Drama,420
12308,1,Drama,626
12308,2,Comedy,513
12308,3,Action,438
12335,1,Comedy,883
12335,2,Horror,864
12335,3,Drama,723
12336,1,Comedy,671
12336,2,Drama,424
12336,3,Adventure,336
12404,1,Action,402
12404,2,Comedy,369
12404,3,Drama,362
12649,1,Drama,626
12649,2,Comedy,503
12649,3,Thriller,374
12679,1,Drama,680
12679,2,Thriller,635
12679,3,Action,625
12697,1,Comedy,611
12697,2,Drama,522
12697,3,Thriller,366
12741,1,Drama,574
12741,2,Comedy,495
12741,3,Thriller,413
12802,1,Drama,1502
12802,2,Thriller,511
12802,3,Comedy,433
12857,1,Comedy,486
12857,2,Action,398
12857,3,Adventure,312
12875,1,Comedy,450
12875,2,Drama,394
12875,3,Action,290
12887,1,Drama,651
12887,2,Comedy,556
12887,3,Adventure,244
13009,1,Comedy,477
13009,2,Action,446
13009,3,Drama,337
13013,1,Drama,664
13013,2,Comedy,410
13013,3,Thriller,265
13070,1,Drama,690
13070,2,Comedy,523
13070,3,Thriller,452
13147,1,Drama,997
13147,2,Comedy,689
13147,3,Action,504
13162,1,Drama,855
13162,2,Comedy,825
13162,3,Action,698
13164,1,Drama,537
13164,2,Comedy,411
13164,3,Thriller,305
13171,1,Comedy,920
13171,2,Drama,850
13171,3,Romance,365
13241,1,Drama,843
13241,2,Comedy,736
13241,3,Thriller,585
13345,1,Drama,541
13345,2,Comedy,402
13345,3,Action,371
13450,1,Drama,1273
13450,2,Thriller,1259
13450,3,Comedy,1136
13467,1,Drama,538
13467,2,Thriller,459
13467,3,Comedy,453
13492,1,Drama,1797
13492,2,Comedy,1514
13492,3,Thriller,946
13536,1,Comedy,767
13536,2,Action,708
13536,3,Thriller,684
13772,1,Drama,398
13772,2,Thriller,387
13772,3,Horror,356
13850,1,Drama,469
13850,2,Comedy,429
13850,3,Action,330
13917,1,Drama,418
13917,2,Action,394
13917,3,Comedy,341
13946,1,Comedy,1369
13946,2,Drama,1367
13946,3,Thriller,1357
13952,1,Drama,657
13952,2,Comedy,386
13952,3,Thriller,342
14284,1,Drama,545
14284,2,Action,510
14284,3,Thriller,402
14290,1,Thriller,1428
14290,2,Drama,1387
14290,3,Horror,1251
14341,1,Drama,485
14341,2,Comedy,441
14341,3,Thriller,254
14425,1,Drama,584
14425,2,Thriller,371
14425,3,Action,244
14459,1,Drama,404
14459,2,Comedy,400
14459,3,Action,355
14506,1,Drama,620
14506,2,Comedy,526
14506,3,Thriller,274
14628,1,Comedy,563
14628,2,Action,540
14628,3,Thriller,462
14642,1,Comedy,530
14642,2,Drama,404
14642,3,Action,374
14674,1,Drama,2707
14674,2,Thriller,1993
14674,3,Comedy,1732
14758,1,Drama,1785
14758,2,Comedy,1127
14758,3,Thriller,1106
14816,1,Comedy,466
14816,2,Action,372
14816,3,Drama,327
14849,1,Action,666
14849,2,Comedy,472
14849,3,Adventure,453
15046,1,Comedy,532
15046,2,Drama,473
15046,3,Action,413
15082,1,Drama,470
15082,2,Comedy,436
15082,3,Adventure,333
15279,1,Drama,663
15279,2,Comedy,538
15279,3,Action,527
15314,1,Drama,668
15314,2,Thriller,442
15314,3,Comedy,341
15364,1,Drama,643
15364,2,Comedy,640
15364,3,Action,595
15391,1,Drama,666
15391,2,Thriller,274
15391,3,Comedy,272
15467,1,Drama,879
15467,2,Comedy,666
15467,3,Romance,412
15489,1,Drama,1155
15489,2,Thriller,573
15489,3,Comedy,520
15502,1,Drama,1126
15502,2,Comedy,834
15502,3,Romance,508
15528,1,Drama,649
15528,2,Action,542
15528,3,Thriller,450
15532,1,Comedy,437
15532,2,Drama,405
15532,3,Thriller,272
15594,1,Drama,542
15594,2,Comedy,394
15594,3,Thriller,341
15624,1,Comedy,501
15624,2,Drama,438
15624,3,Thriller,272
15650,1,Drama,533
15650,2,Action,398
15650,3,Thriller,348
15680,1,Drama,880
15680,2,Comedy,764
15680,3,Action,409
15708,1,Comedy,610
15708,2,Action,438
15708,3,Adventure,366
15772,1,Comedy,501
15772,2,Drama,489
15772,3,Action,321
15871,1,Drama,758
15871,2,Comedy,427
15871,3,Romance,284
15875,1,Drama,2317
15875,2,Comedy,1709
15875,3,Thriller,1228
15891,1,Comedy,1040
15891,2,Action,829
15891,3,Drama,760
15917,1,Drama,450
15917,2,Comedy,374
15917,3,Action,265
15918,1,Action,395
15918,2,Comedy,373
15918,3,Drama,346
15968,1,Drama,1063
15968,2,Comedy,918
15968,3,Thriller,596
16121,1,Comedy,912
16121,2,Drama,584
16121,3,Action,445
16224,1,Drama,528
16224,2,Comedy,444
16224,3,Action,327
16283,1,Drama,1349
16283,2,Comedy,1149
16283,3,Action,857
16303,1,Drama,613
16303,2,Comedy,382
16303,3,Thriller,365
16335,1,Drama,763
16335,2,Comedy,641
16335,3,Thriller,426
16397,1,Drama,780
16397,2,Thriller,562
16397,3,Action,519
16405,1,Drama,511
16405,2,Thriller,332
16405,3,Action,230
16459,1,Action,527
16459,2,Thriller,464
16459,3,Drama,428
16629,1,Drama,470
16629,2,Comedy,461
16629,3,Action,282
16643,1,Comedy,555
16643,2,Drama,410
16643,3,Thriller,346
16672,1,Drama,810
16672,2,Comedy,401
16672,3,Action,303
16711,1,Comedy,586
16711,2,Drama,346
16711,3,Sci-Fi,315
16712,1,Drama,675
16712,2,Comedy,504
16712,3,Action,415
16751,1,Drama,679
16751,2,Comedy,464
16751,3,Adventure,272
16754,1,Drama,479
16754,2,Action,399
16754,3,Comedy,387
16795,1,Drama,460
16795,2,Comedy,444
16795,3,Thriller,359
16825,1,Action,582
16825,2,Thriller,517
16825,3,Horror,424
16876,1,Drama,774
16876,2,Comedy,476
16876,3,Thriller,466
16907,1,Drama,639
16907,2,Comedy,604
16907,3,Romance,278
17035,1,Drama,5374
17035,2,Thriller,2946
17035,3,Comedy,2653
17154,1,Drama,581
17154,2,Comedy,443
17154,3,Thriller,238
17188,1,Comedy,486
17188,2,Drama,404
17188,3,Thriller,220
17189,1,Drama,608
17189,2,Thriller,553
17189,3,Action,378
17426,1,Drama,575
17426,2,Comedy,463
17426,3,Romance,242
17440,1,Drama,723
17440,2,Comedy,542
17440,3,Action,453
17448,1,Action,577
17448,2,Drama,560
17448,3,Thriller,520
17590,1,Action,473
17590,2,Thriller,403
17590,3,Drama,329
17606,1,Drama,1127
17606,2,Comedy,643
17606,3,Romance,518
17700,1,Drama,1028
17700,2,Thriller,483
17700,3,Comedy,470
17722,1,Drama,674
17722,2,Comedy,595
17722,3,Action,466
17744,1,Drama,946
17744,2,Comedy,448
17744,3,Romance,354
17767,1,Comedy,475
17767,2,Drama,450
17767,3,Adventure,271
17831,1,Drama,1666
17831,2,Comedy,973
17831,3,Thriller,597
17856,1,Comedy,1820
17856,2,Drama,1725
17856,3,Action,1030
17863,1,Drama,1051
17863,2,Comedy,606
17863,3,Romance,482
17869,1,Drama,593
17869,2,Thriller,331
17869,3,Comedy,323
18081,1,Comedy,544
18081,2,Action,421
18081,3,Thriller,302
18093,1,Drama,1233
18093,2,Thriller,661
18093,3,Comedy,615
18171,1,Drama,526
18171,2,Comedy,423
18171,3,Action,273
18199,1,Drama,895
18199,2,Thriller,545
18199,3,Action,415
18212,1,Drama,717
18212,2,Comedy,411
18212,3,Romance,304
18240,1,Comedy,1169
18240,2,Drama,1158
18240,3,Action,1033
18320,1,Drama,424
18320,2,Comedy,397
18320,3,Thriller,271
18336,1,Drama,1189
18336,2,Comedy,770
18336,3,Thriller,545
18387,1,Drama,851
18387,2,Thriller,676
18387,3,Action,650
18438,1,Comedy,669
18438,2,Drama,479
18438,3,Romance,432
18518,1,Comedy,1511
18518,2,Drama,1077
18518,3,Action,981
18537,1,Action,595
18537,2,Comedy,449
18537,3,Adventure,344
18699,1,Horror,1113
18699,2,Thriller,1079
18699,3,Drama,718
18784,1,Comedy,757
18784,2,Drama,565
18784,3,Thriller,396
18806,1,Drama,655
18806,2,Comedy,604
18806,3,Action,513
19015,1,Action,694
19015,2,Comedy,475
19015,3,Thriller,465
19097,1,Drama,1101
19097,2,Comedy,934
19097,3,Romance,600
19098,1,Comedy,541
19098,2,Drama,485
19098,3,Action,433
19120,1,Action,750
19120,2,Comedy,695
19120,3,Drama,544
19210,1,Drama,722
19210,2,Comedy,323
19210,3,Romance,201
19316,1,Drama,926
19316,2,Comedy,409
19316,3,Thriller,376
19325,1,Comedy,544
19325,2,Drama,421
19325,3,Romance,245
19347,1,Drama,1153
19347,2,Action,643
19347,3,Thriller,642
19348,1,Drama,682
19348,2,Comedy,412
19348,3,Thriller,329
19381,1,Drama,584
19381,2,Comedy,458
19381,3,Action,432
19387,1,Drama,1518
19387,2,Thriller,768
19387,3,Action,759
19425,1,Drama,935
19425,2,Comedy,476
19425,3,Romance,400
19433,1,Drama,474
19433,2,Comedy,386
19433,3,Action,371
19465,1,Drama,879
19465,2,Thriller,840
19465,3,Action,814
19487,1,Comedy,656
19487,2,Drama,544
19487,3,Thriller,461
19509,1,Drama,914
19509,2,Comedy,562
19509,3,Action,289
19528,1,Drama,525
19528,2,Comedy,314
19528,3,Adventure,193
19529,1,Drama,562
19529,2,Comedy,451
19529,3,Thriller,375
19607,1,Drama,604
19607,2,Comedy,560
19607,3,Thriller,333
19682,1,Drama,724
19682,2,Comedy,552
19682,3,Action,543
19783,1,Comedy,528
19783,2,Drama,500
19783,3,Action,342
19808,1,Drama,561
19808,2,Comedy,373
19808,3,Romance,260
19860,1,Comedy,1016
19860,2,Drama,837
19860,3,Action,744
19952,1,Drama,526
19952,2,Comedy,438
19952,3,Action,373
20110,1,Drama,1602
20110,2,Comedy,1391
20110,3,Action,842
20156,1,Comedy,664
20156,2,Drama,601
20156,3,Thriller,444
20237,1,Comedy,584
20237,2,Drama,539
20237,3,Action,425
20283,1,Drama,867
20283,2,Comedy,748
20283,3,Thriller,504
20292,1,Drama,589
20292,2,Action,413
20292,3,Thriller,369
20295,1,Comedy,1195
20295,2,Drama,1047
20295,3,Action,590
20361,1,Drama,596
20361,2,Comedy,485
20361,3,Romance,225
20366,1,Comedy,577
20366,2,Drama,291
20366,3,Thriller,255
20367,1,Drama,510
20367,2,Comedy,374
20367,3,Action,333
20402,1,Drama,793
20402,2,Comedy,503
20402,3,Action,413
20518,1,Comedy,494
20518,2,Action,379
20518,3,Adventure,344
20752,1,Comedy,465
20752,2,Drama,427
20752,3,Action,288
20796,1,Drama,546
20796,2,Action,392
20796,3,Thriller,335
20832,1,Drama,530
20832,2,Comedy,427
20832,3,Action,273
20905,1,Comedy,861
20905,2,Drama,838
20905,3,Action,557
20921,1,Drama,1262
20921,2,Comedy,845
20921,3,Thriller,623
20932,1,Drama,774
20932,2,Comedy,423
20932,3,Thriller,384
20959,1,Drama,932
20959,2,Action,773
20959,3,Thriller,758
20994,1,Action,795
20994,2,Comedy,780
20994,3,Thriller,637
20999,1,Drama,728
20999,2,Thriller,410
20999,3,Action,337
21011,1,Drama,1836
21011,2,Comedy,1197
21011,3,Thriller,879
21088,1,Drama,1041
21088,2,Comedy,655
21088,3,Romance,362
21170,1,Drama,1016
21170,2,Comedy,536
21170,3,Thriller,472
21360,1,Comedy,632
21360,2,Drama,594
21360,3,Thriller,336
21452,1,Drama,603
21452,2,Comedy,408
21452,3,Romance,256
21480,1,Drama,735
21480,2,Comedy,485
21480,3,Thriller,281
21490,1,Drama,491
21490,2,Action,380
21490,3,Thriller,350
21619,1,Drama,457
21619,2,Comedy,341
21619,3,Thriller,331
21637,1,Action,704
21637,2,Comedy,532
21637,3,Drama,419
21707,1,Action,795
21707,2,Drama,674
21707,3,Comedy,667
21713,1,Action,643
21713,2,Thriller,422
21713,3,Adventure,376
21778,1,Comedy,505
21778,2,Action,322
21778,3,Drama,284
21914,1,Drama,1114
21914,2,Comedy,740
21914,3,Thriller,555
21998,1,Drama,967
21998,2,Comedy,930
21998,3,Romance,445
22096,1,Drama,1033
22096,2,Comedy,860
22096,3,Thriller,591
22164,1,Action,494
22164,2,Drama,420
22164,3,Adventure,371
22180,1,Action,465
22180,2,Thriller,356
22180,3,Drama,353
22191,1,Drama,1051
22191,2,Comedy,533
22191,3,Thriller,500
22270,1,Drama,1172
22270,2,Comedy,897
22270,3,Thriller,502
22292,1,Drama,1342
22292,2,Comedy,892
22292,3,Thriller,517
22301,1,Drama,657
22301,2,Action,506
22301,3,Thriller,475
22321,1,Drama,429
22321,2,Comedy,424
22321,3,Action,301
22355,1,Drama,792
22355,2,Comedy,788
22355,3,Romance,396
22438,1,Comedy,698
22438,2,Action,421
22438,3,Drama,361
22474,1,Drama,514
22474,2,Horror,400
22474,3,Thriller,262
22724,1,Action,568
22724,2,Comedy,507
22724,3,Adventure,411
22729,1,Drama,544
22729,2,Comedy,436
22729,3,Action,317
22744,1,Comedy,2596
22744,2,Drama,2542
22744,3,Action,2403
22968,1,Drama,609
22968,2,Thriller,427
22968,3,Action,377
22999,1,Drama,600
22999,2,Comedy,339
22999,3,Thriller,287
23053,1,Drama,1647
23053,2,Thriller,923
23053,3,Comedy,698
23111,1,Drama,930
23111,2,Comedy,509
23111,3,Thriller,488
23267,1,Comedy,592
23267,2,Drama,490
23267,3,Thriller,394
23303,1,Comedy,889
23303,2,Drama,812
23303,3,Romance,479
23366,1,Drama,591
23366,2,Action,402
23366,3,Comedy,379
23476,1,Comedy,1611
23476,2,Drama,1461
23476,3,Thriller,925
23481,1,Drama,569
23481,2,Comedy,538
23481,3,Action,479
23489,1,Comedy,496
23489,2,Drama,473
23489,3,Thriller,257
23525,1,Drama,588
23525,2,Comedy,530
23525,3,Thriller,391
23582,1,Drama,577
23582,2,Comedy,463
23582,3,Thriller,281
23615,1,Comedy,1165
23615,2,Drama,973
23615,3,Action,588
23635,1,Comedy,1272
23635,2,Action,1124
23635,3,Thriller,972
23688,1,Action,842
23688,2,Comedy,663
23688,3,Thriller,661
23761,1,Action,532
23761,2,Comedy,514
23761,3,Drama,452
23783,1,Drama,1699
23783,2,Comedy,1261
23783,3,Thriller,1221
23857,1,Drama,502
23857,2,Thriller,320
23857,3,Comedy,284
23931,1,Action,723
23931,2,Drama,701
23931,3,Thriller,628
23933,1,Comedy,632
23933,2,Action,589
23933,3,Adventure,445
